train_acc,train_loss
0.09765625,2.348473310470581
0.541015625,1.4749692678451538
0.60546875,1.2630585432052612
0.685546875,1.090829849243164
0.6484375,1.1360974311828613
0.677734375,1.0463519096374512
0.73828125,0.9538607597351074
0.740234375,0.8797949552536011
0.724609375,0.9138768315315247
0.75,0.9175660014152527
0.787109375,0.8642012476921082
0.78515625,0.8038257956504822
0.767578125,0.8627758026123047
0.78125,0.8058881759643555
0.755859375,0.8232470154762268
0.7890625,0.7711676955223083
0.8046875,0.7968427538871765
0.78515625,0.8057752847671509
0.798828125,0.7984923720359802
0.7890625,0.7367241978645325
0.802734375,0.78180992603302
0.7578125,0.7717276811599731
0.810546875,0.7094213962554932
0.814453125,0.7041082978248596
0.83203125,0.7109574675559998
0.8125,0.7434582114219666
0.837890625,0.7032638788223267
0.82421875,0.7116233706474304
0.83203125,0.6399205923080444
0.861328125,0.6576157212257385
0.798828125,0.7058217525482178
0.83984375,0.673768162727356
0.806640625,0.725861132144928
0.80859375,0.6792910099029541
0.798828125,0.717581570148468
0.828125,0.6871170997619629
0.849609375,0.6779054999351501
0.84375,0.6461396217346191
0.84375,0.6606458425521851
0.84765625,0.6205337047576904
0.80859375,0.6515617966651917
0.822265625,0.6609050631523132
0.830078125,0.6617581248283386
0.833984375,0.6457267999649048
0.841796875,0.6444175243377686
0.828125,0.6659440398216248
0.875,0.5860490798950195
0.8828125,0.5783729553222656
0.861328125,0.6254175305366516
0.857421875,0.628467321395874
0.84765625,0.6526190042495728
0.861328125,0.5879582166671753
0.84765625,0.6455154418945312
0.865234375,0.6030646562576294
0.83984375,0.6244152188301086
0.849609375,0.6307740211486816
0.84375,0.6044719815254211
0.849609375,0.6152890920639038
0.83984375,0.6162213087081909
0.83203125,0.637976348400116
0.859375,0.6226714253425598
0.869140625,0.6139300465583801
0.861328125,0.5868815183639526
0.85546875,0.581355094909668
0.849609375,0.6363096833229065
0.865234375,0.5844908356666565
0.861328125,0.581796407699585
0.869140625,0.5848016142845154
0.869140625,0.5966052412986755
0.83203125,0.6379267573356628
0.853515625,0.6171993613243103
0.845703125,0.6008810997009277
0.849609375,0.6030451655387878
0.876953125,0.5655418634414673
0.88671875,0.6029941439628601
0.865234375,0.5907797813415527
0.859375,0.6152409911155701
0.87890625,0.5925730466842651
0.88671875,0.5785644054412842
0.87109375,0.604026734828949
0.86328125,0.5703744888305664
0.837890625,0.6160120368003845
0.880859375,0.594718873500824
0.88671875,0.5762457847595215
0.880859375,0.5575428009033203
0.869140625,0.5693795680999756
0.90234375,0.551371157169342
0.865234375,0.601780891418457
0.865234375,0.5921168923377991
0.884765625,0.5374286770820618
0.859375,0.5898439884185791
0.859375,0.5993090867996216
0.890625,0.5669758915901184
0.861328125,0.6027116179466248
0.861328125,0.5770100355148315
0.87109375,0.575311005115509
0.8515625,0.5723251700401306
0.875,0.5419408679008484
0.869140625,0.60357666015625
0.875,0.5917084217071533
