train_acc,train_loss
0.10546875,0.883565366268158
0.396484375,0.6575806140899658
0.400390625,0.623346209526062
0.521484375,0.5608860850334167
0.5390625,0.5007823705673218
0.623046875,0.46697449684143066
0.5703125,0.4570726156234741
0.6328125,0.42084357142448425
0.638671875,0.3976302444934845
0.63671875,0.3890472948551178
0.67578125,0.337595134973526
0.638671875,0.38165533542633057
0.716796875,0.3180822730064392
0.677734375,0.3312596380710602
0.677734375,0.3136633634567261
0.658203125,0.34473109245300293
0.7109375,0.29618170857429504
0.751953125,0.2746240794658661
0.7421875,0.2635856568813324
0.73828125,0.27458053827285767
0.751953125,0.26059645414352417
0.806640625,0.23506417870521545
0.78125,0.24668313562870026
0.75390625,0.2581252455711365
0.76953125,0.25272250175476074
0.791015625,0.2265537828207016
0.76953125,0.22952300310134888
0.75,0.25201448798179626
0.8125,0.20913341641426086
0.798828125,0.21120163798332214
0.810546875,0.20607233047485352
0.826171875,0.18817172944545746
0.796875,0.20479391515254974
0.85546875,0.16955162584781647
0.8125,0.19522009789943695
0.833984375,0.18054240942001343
0.791015625,0.20522238314151764
0.833984375,0.1784009337425232
0.83203125,0.17577648162841797
0.859375,0.1603858470916748
0.857421875,0.16651514172554016
0.853515625,0.16325673460960388
0.85546875,0.15572018921375275
0.87109375,0.14810369908809662
0.869140625,0.14050370454788208
0.888671875,0.1353403776884079
0.837890625,0.16891513764858246
0.857421875,0.1526688188314438
0.890625,0.12369818985462189
0.86328125,0.15213070809841156
0.85546875,0.16452258825302124
0.888671875,0.12776581943035126
0.87890625,0.13385257124900818
0.90625,0.11593794822692871
0.88671875,0.13414783775806427
0.873046875,0.1376962512731552
0.921875,0.11091044545173645
0.919921875,0.10849995166063309
0.890625,0.12238839268684387
0.880859375,0.13363000750541687
0.880859375,0.126912459731102
0.890625,0.11804190278053284
0.927734375,0.10023674368858337
0.912109375,0.10740204900503159
0.927734375,0.10384529829025269
0.892578125,0.12124907970428467
0.921875,0.10518265515565872
0.90625,0.10769852250814438
0.9296875,0.10164109617471695
0.927734375,0.10587601363658905
0.916015625,0.10939009487628937
0.9296875,0.09497549384832382
0.921875,0.09309595078229904
0.92578125,0.09773436188697815
0.927734375,0.09273170679807663
0.9375,0.10086745023727417
0.9296875,0.08848882466554642
0.9375,0.09014229476451874
0.94140625,0.08907030522823334
0.927734375,0.09187754988670349
0.955078125,0.07481016218662262
0.943359375,0.08645140379667282
0.9453125,0.08554690331220627
0.943359375,0.08091174811124802
0.9453125,0.08516106009483337
0.955078125,0.08110810071229935
0.939453125,0.08318023383617401
0.93359375,0.08692282438278198
0.94921875,0.07520735263824463
0.919921875,0.08844611793756485
0.974609375,0.06626441329717636
0.953125,0.07098414748907089
0.947265625,0.0793137475848198
0.94921875,0.07449839264154434
0.935546875,0.08264472335577011
0.95703125,0.06561005115509033
0.9453125,0.08457470685243607
0.9609375,0.0669078454375267
0.966796875,0.06576735526323318
0.953125,0.0696132704615593
